Percent Down 90,Avg. Price 90,Percent Down 365,Avg. Price 365,Price Now,Shipping Included,Deal found,AMZ link,Keepa Link,Title,last update,last price change,Changed,1yr. Avg.,% Down,Trend,Sales Rank - Reference,Reviews - Rating,Reviews - Review Count,FBA Pick&Pack Fee,Referral Fee %,Tracking since,Categories - Root,Categories - Sub,Categories - Tree,ASIN,Freq. Bought Together,Type,Manufacturer,Brand,Product Group,Variation Attributes,Item Type,Author,Contributors,Binding,Condition,Number of Items,Number of Pages,Publication Date,Languages,Package - Quantity,Package Weight,Package Height,Package Length,Package Width,Listed since,Edition,Release Date,Format,Sales Rank - Current,Sales Rank - 30 days avg.,Sales Rank - 60 days avg.,Sales Rank - 90 days avg.,Sales Rank - 180 days avg.,Sales Rank - 365 days avg.,Sales Rank - Lowest,Sales Rank - Lowest 365 days,Sales Rank - Highest,Sales Rank - Highest 365 days,Sales Rank - Drops last 30 days,Sales Rank - Drops last 60 days,Sales Rank - Drops last 90 days,Sales Rank - Drops last 180 days,Sales Rank - Drops last 365 days,Seller ID,Seller,Buy Box - Current,Buy Box - 30 days avg.,Buy Box - 60 days avg.,Buy Box - 90 days avg.,Buy Box - 180 days avg.,Buy Box - 365 days avg.,Buy Box - Lowest,Buy Box - Lowest 365 days,Buy Box - Highest,Buy Box - Highest 365 days,Buy Box - 90 days OOS,Buy Box - Stock,Amazon - Current,Amazon - 30 days avg.,Amazon - 60 days avg.,Amazon - 90 days avg.,Amazon - 180 days avg.,Amazon - 365 days avg.,Amazon - Lowest,Amazon - Lowest 365 days,Amazon - Highest,Amazon - Highest 365 days,Amazon - 90 days OOS,Amazon - Stock,New - Current,New - 30 days avg.,New - 60 days avg.,New - 90 days avg.,New - 180 days avg.,New - 365 days avg.,New - Lowest,New - Lowest 365 days,New - Highest,New - Highest 365 days,New - 90 days OOS,New - Stock,"New, 3rd Party FBA - Current","New, 3rd Party FBA - 30 days avg.","New, 3rd Party FBA - 60 days avg.","New, 3rd Party FBA - 90 days avg.","New, 3rd Party FBA - 180 days avg.","New, 3rd Party FBA - 365 days avg.","New, 3rd Party FBA - Lowest","New, 3rd Party FBA - Lowest 365 days","New, 3rd Party FBA - Highest","New, 3rd Party FBA - Highest 365 days","New, 3rd Party FBA - 90 days OOS","New, 3rd Party FBA - Stock","New, 3rd Party FBM - Current","New, 3rd Party FBM - 30 days avg.","New, 3rd Party FBM - 60 days avg.","New, 3rd Party FBM - 90 days avg.","New, 3rd Party FBM - 180 days avg.","New, 3rd Party FBM - 365 days avg.","New, 3rd Party FBM - Lowest","New, 3rd Party FBM - Lowest 365 days","New, 3rd Party FBM - Highest","New, 3rd Party FBM - Highest 365 days","New, 3rd Party FBM - 90 days OOS","New, 3rd Party FBM - Stock",Buy Box Used - Current,Buy Box Used - 30 days avg.,Buy Box Used - 60 days avg.,Buy Box Used - 90 days avg.,Buy Box Used - 180 days avg.,Buy Box Used - 365 days avg.,Buy Box Used - Lowest,Buy Box Used - Lowest 365 days,Buy Box Used - Highest,Buy Box Used - Highest 365 days,Buy Box Used - 90 days OOS,Buy Box Used - Stock,Used - Current,Used - 30 days avg.,Used - 60 days avg.,Used - 90 days avg.,Used - 180 days avg.,Used - 365 days avg.,Used - Lowest,Used - Lowest 365 days,Used - Highest,Used - Highest 365 days,Used - 90 days OOS,Used - Stock,"Used, like new - Current","Used, like new - 30 days avg.","Used, like new - 60 days avg.","Used, like new - 90 days avg.","Used, like new - 180 days avg.","Used, like new - 365 days avg.","Used, like new - Lowest","Used, like new - Lowest 365 days","Used, like new - Highest","Used, like new - Highest 365 days","Used, like new - 90 days OOS","Used, like new - Stock","Used, very good - Current","Used, very good - 30 days avg.","Used, very good - 60 days avg.","Used, very good - 90 days avg.","Used, very good - 180 days avg.","Used, very good - 365 days avg.","Used, very good - Lowest","Used, very good - Lowest 365 days","Used, very good - Highest","Used, very good - Highest 365 days","Used, very good - 90 days OOS","Used, very good - Stock","Used, good - Current","Used, good - 30 days avg.","Used, good - 60 days avg.","Used, good - 90 days avg.","Used, good - 180 days avg.","Used, good - 365 days avg.","Used, good - Lowest","Used, good - Lowest 365 days","Used, good - Highest","Used, good - Highest 365 days","Used, good - 90 days OOS","Used, good - Stock","Used, acceptable - Current","Used, acceptable - 30 days avg.","Used, acceptable - 60 days avg.","Used, acceptable - 90 days avg.","Used, acceptable - 180 days avg.","Used, acceptable - 365 days avg.","Used, acceptable - Lowest","Used, acceptable - Lowest 365 days","Used, acceptable - Highest","Used, acceptable - Highest 365 days","Used, acceptable - 90 days OOS","Used, acceptable - Stock",List Price - Current,List Price - 30 days avg.,List Price - 60 days avg.,List Price - 90 days avg.,List Price - 180 days avg.,List Price - 365 days avg.,List Price - Lowest,List Price - Lowest 365 days,List Price - Highest,List Price - Highest 365 days,List Price - 90 days OOS,List Price - Stock,New Offer Count - Current,New Offer Count - 30 days avg.,New Offer Count - 60 days avg.,New Offer Count - 90 days avg.,New Offer Count - 180 days avg.,New Offer Count - 365 days avg.,Used Offer Count - Current,Used Offer Count - 30 days avg.,Used Offer Count - 60 days avg.,Used Offer Count - 90 days avg.,Used Offer Count - 180 days avg.,Used Offer Count - 365 days avg.,Seller Rank,Seller_Quality_Score,Best Price,Recent Inferred Sale Price,Seasonality Type,Detailed_Seasonality,Sells,Peak Season,Expected Peak Price,Trough Season,Expected Trough Price,Profit Confidence,Min. Listing Price,All-in Cost,Profit,Margin,Total AMZ fees
76%,-,54%,-,-,yes,2025-09-25T13:26:00-04:00,https://www.amazon.com/dp/0761542566?psc=1&aod=1,https://keepa.com/#!product/1-0761542566,Pokemon Sapphire Version / Pokemon Ruby Version (Prima's Official Strategy Guide),2025-10-04 14:22:00,2025-10-01 02:50:00,-,$30.66,7%,⇩,-,-,-,$4.55,15.00%,2011-04-09,Books,"Computers & Technology, Games & Strategy Guides, Strategy Guides",Books > Subjects > Computers & Technology > Games & Strategy Guides > Strategy Guides,0761542566,-,-,Prima Games,Prima Games,-,-,-,"Hollinger, Elizabeth",-,Paperback,good,-,-,2003-03-25,-,-,0.45 kg,0.5 cm,38.6 cm,27.2 cm,-,-,-,-,"1,113,281","805,964",-,"1,172,492","905,500","818,446",-,-,-,-,7,-,-,-,112,A1RHACLE6AC7A3,Friends of Redwood City Public Library,-,-,-,-,-,61.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.79,-,-,-,-,-,-,-,-,-,-,-,48.23,$33.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$65.09,-,-,-,-,$101.26,-,-,-,-,-,-,$23.99,-,-,-,-,$51.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$65.08,-,-,-,-,$261.65,-,-,-,-,-,-,$65.09,-,-,-,-,$62.40,-,-,-,-,-,-,$28.46,-,-,-,-,$52.48,-,-,-,-,-,-,$14.99,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,0,8,-,-,-,-,6,1202,0.97/10,$28.46,$23.99,Seasonal,None,All Year,Jul,$49.76,Sep,$26.65,81%,49.11170000000001,44.647000000000006,5.112999999999992,10.275321543408346,12.014
76%,-,71%,-,-,yes,2025-09-28T18:34:00-04:00,https://www.amazon.com/dp/0895558238?psc=1&aod=1,https://keepa.com/#!product/1-0895558238,Religious Vocation: An Unnecessary Mystery,2025-10-04 14:22:00,2025-10-03 16:42:00,-,$30.95,4%,⇧,-,-,-,$3.43,15.00%,2011-03-31,Books,"Religion & Spirituality, Christian Books & Bibles, Catholicism",Books > Subjects > Religion & Spirituality > Christian Books & Bibles > Catholicism,0895558238,-,-,TAN Books,Tan Books,-,-,-,"Butler O.P., Richard",-,paperback,like new,-,-,2005-12-01,-,-,0.27 kg,1.7 cm,20.8 cm,13.8 cm,-,-,-,-,"1,326,555","2,394,958",-,"2,828,053","2,491,412","2,232,408",-,-,-,-,2,-,-,-,11,A8T3G32D9L5NK,LiquidationFactor,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$1289.44,-,-,-,-,1182.49,-,-,-,-,-,-,-,-,-,-,-,-,$13.94,-,-,-,-,-,$1289.44,-,-,-,-,$1183.82,-,-,-,-,-,-,$29.99,-,-,-,-,$115.12,-,-,-,-,-,-,$24.82,-,-,-,-,$84.26,-,-,-,-,-,-,$292.98,-,-,-,-,$123.12,-,-,-,-,-,-,$29.81,-,-,-,-,$90.98,-,-,-,-,-,-,$29.81,-,-,-,-,$96.96,-,-,-,-,-,-,-,-,-,-,-,$41.79,-,-,-,-,-,-,$13.95,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,0,10,-,-,-,-,4,4432,0.98/10,$29.81,$24.83,Seasonal,None,All Year,Feb,$47.95,Sep,$27.25,31%,49.1403,44.673,3.277000000000001,6.83420229405631,10.6225
80%,-,43%,-,-,no,2025-10-04T10:28:00-04:00,https://www.amazon.com/dp/0990472094?psc=1&aod=1,https://keepa.com/#!product/1-0990472094,Math in Motion First Steps in Music Theory,2025-10-04 14:22:00,2025-10-04 10:44:00,-,$15.97,0%,⇩,-,-,-,$5.52,15.00%,2017-07-10,Books,-,Books > Subjects,0990472094,-,-,Classical Conversations,-,-,-,-,Caleb Skogen,-,spiral_bound,acceptable,-,-,2000-01-02,-,-,0.79 kg,3.3 cm,29.2 cm,21.8 cm,2016-07-26,-,-,-,"881,678","3,166,607",-,"2,301,579","2,537,967","2,624,448",-,-,-,-,1,-,-,-,7,A2BJYEQOW8BLB8,Gulf Coast Books LLC,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$1144.14,-,-,-,-,1131.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$1148.13,-,-,-,-,$1075.48,-,-,-,-,-,-,$26.51,-,-,-,-,$68.45,-,-,-,-,-,-,$22.53,-,-,-,-,$39.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$20.96,-,-,-,-,-,-,$26.51,-,-,-,-,$48.72,-,-,-,-,-,-,$26.51,-,-,-,-,$19.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,5,-,-,-,-,7,28324,0.93/10,$26.51,$22.83,Seasonal,Textbook (Summer),Jul - Sep,Aug,$29.11,Nov,$6.29,74%,48.90820000000001,44.462,-15.352000000000004,-52.7378907591893,9.886499999999998
76%,-,85%,-,-,no,2025-08-17T13:36:00-04:00,https://www.amazon.com/dp/1138343935?psc=1&aod=1,https://keepa.com/#!product/1-1138343935,The Routledge Handbook of Social Work Ethics and Values (Routledge International Handbooks),2025-10-04 14:22:00,2025-10-04 04:56:00,-,$193.12,85%,⇩,-,-,-,$5.77,15.00%,2019-02-03,Books,"Politics & Social Sciences, Social Sciences, Social Work",Books > Subjects > Politics & Social Sciences > Social Sciences > Social Work,1138343935,-,-,Routledge,Routledge,-,-,-,"Marson, Stephen",-,hardcover,good,-,-,2019-06-12,-,-,0.90 kg,4.0 cm,26.2 cm,19.2 cm,2018-12-02,-,-,-,"713,586","11,502,140",-,"11,282,082","10,314,774","8,807,017",-,-,-,-,1,-,-,-,1,A14AH9IQUK99A2,campus_bookstore,$214.95,-,-,-,-,222.18,-,-,-,-,-,-,$300.00,-,-,-,-,$264.51,-,-,-,-,-,-,$200.00,-,-,-,-,170.80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$214.95,-,-,-,-,$171.36,-,-,-,-,-,-,$52.79,-,-,-,-,$126.59,-,-,-,-,-,-,$24.95,-,-,-,-,$165.00,-,-,-,-,-,-,$178.21,-,-,-,-,$189.80,-,-,-,-,-,-,-,-,-,-,-,$228.65,-,-,-,-,-,-,$28.93,-,-,-,-,$169.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$300.00,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,17,10,-,-,-,-,3,50631,0.92/10,$28.93,$195.48,Seasonal,None,All Year,Jun,$201.04,Sep,$179.81,19%,80.34675000000001,73.0425,127.99749999999999,63.66767807401512,35.926
75%,-,72%,-,-,no,2025-10-04T10:10:00-04:00,https://www.amazon.com/dp/1908489316?psc=1&aod=1,https://keepa.com/#!product/1-1908489316,Little Book of Wetland Bird Sounds,2025-10-04 13:52:00,2025-10-04 10:44:00,-,$72.76,68%,⇩,-,-,-,$3.65,15.01%,2017-11-18,Books,-,Books > Subjects,1908489316,-,-,Fine Feather Press Ltd,AEE,-,-,-,Andrea Pinnington,-,board_book,New,-,-,2017-04-14,-,-,0.44 kg,1.6 cm,22.4 cm,20.6 cm,2016-11-26,-,-,-,"122,228","1,364,608",-,"1,330,238","1,193,489","1,159,182",-,-,-,-,5,-,-,-,27,A30I8KTV4DUTWQ,RAREWAVES-IMPORTS,$19.60,-,-,-,-,22.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$19.60,-,-,-,-,1286.88,-,-,-,-,-,-,-,-,-,-,-,-,$21.10,-,-,-,-,-,$23.59,-,-,-,-,$1290.15,-,-,-,-,-,-,-,-,-,-,-,$95.85,-,-,-,-,-,-,$24.67,-,-,-,-,$89.44,-,-,-,-,-,-,$28.66,-,-,-,-,$182.38,-,-,-,-,-,-,-,-,-,-,-,$80.13,-,-,-,-,-,-,$79.99,-,-,-,-,$92.19,-,-,-,-,-,-,-,-,-,-,-,$81.47,-,-,-,-,-,-,$164.98,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,1,7,-,-,-,-,4,208097,0.92/10,$23.59,$19.60,Seasonal,None,All Year,Jan,$110.15,Oct,$26.35,71%,56.862316500000006,51.693015,58.456985,53.07034498411257,20.183515
75%,-,70%,-,-,no,2025-10-04T12:40:00-04:00,https://www.amazon.com/dp/0070702454?psc=1&aod=1,https://keepa.com/#!product/1-0070702454,Aircraft Performance & Design,2025-10-04 14:22:00,2025-10-04 12:40:00,-,$65.44,63%,⇧,-,-,-,$5.52,15.00%,2016-02-13,Books,"Science & Math, Astronomy & Space Science, Aeronautics & Astronautics",Books > Subjects > Science & Math > Astronomy & Space Science > Aeronautics & Astronautics,0070702454,-,-,Mc Graw Hill India,-,-,-,-,Anderson,-,paperback,acceptable,-,-,2000-01-02,-,-,0.70 kg,2.6 cm,23.8 cm,18.0 cm,2012-01-31,-,-,-,"685,311","3,543,614",-,"3,386,727","2,759,614","2,603,069",-,-,-,-,1,-,-,-,9,A66REUIM3OMP6,WeBuyBooks-UK,-,-,-,-,-,517.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$1031.28,-,-,-,-,643.48,-,-,-,-,-,-,-,-,-,-,-,-,$25.90,-,-,-,-,-,$1031.28,-,-,-,-,$591.30,-,-,-,-,-,-,$24.23,-,-,-,-,$72.59,-,-,-,-,-,-,$20.24,-,-,-,-,$67.70,-,-,-,-,-,-,-,-,-,-,-,$217.03,-,-,-,-,-,-,$24.23,-,-,-,-,$128.68,-,-,-,-,-,-,$24.24,-,-,-,-,$75.81,-,-,-,-,-,-,$24.25,-,-,-,-,$86.56,-,-,-,-,-,-,$35.00,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,0,10,-,-,-,-,6,68280,0.95/10,$24.23,$22.87,Seasonal,None,All Year,Mar,$105.14,Oct,$22.87,38%,58.819750000000006,53.472500000000004,51.6675,49.14162069621457,21.290999999999997
75%,-,74%,-,-,yes,2025-10-02T15:44:00-04:00,https://www.amazon.com/dp/B0DJF14TSX?psc=1&aod=1,https://keepa.com/#!product/1-B0DJF14TSX,"Family, School, and Community Partnerships: Nurturing and Empowering All Young Children",2025-10-04 14:22:00,2025-10-03 10:40:00,-,$91.94,67%,⇧,-,-,-,$5.87,15.00%,2024-11-26,Books,"Education & Teaching, Schools & Teaching",Books > Subjects > Education & Teaching > Schools & Teaching,B0DJF14TSX,-,-,Goodheart-Willcox,-,-,-,-,"Patet, Pradnya",-,paperback,very good,-,-,2024-09-27,-,-,1.00 kg,1.3 cm,27.3 cm,21.6 cm,2024-10-03,-,-,-,"1,449,431","1,203,674",-,"1,855,830","2,644,198","2,645,449",-,-,-,-,1,-,-,-,15,A39BCZUE6HSDDL,GREENWORLD GOODS,$93.28,-,-,-,-,83.83,-,-,-,-,-,-,$93.28,-,-,-,-,$87.38,-,-,-,-,-,-,$93.28,-,-,-,-,81.96,-,-,-,-,-,-,-,-,-,-,-,82.03,$75.91,-,-,-,-,-,-,-,-,-,-,$87.08,-,-,-,-,-,-,$30.00,-,-,-,-,$30.00,-,-,-,-,-,-,$30.00,-,-,-,-,$114.91,-,-,-,-,-,-,-,-,-,-,-,$126.44,-,-,-,-,-,-,$30.00,-,-,-,-,$30.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$93.28,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,5,1,-,-,-,-,1,3788,0.94/10,$30.00,$75.91,Textbook,None,All Year,"Aug-Sep, Jan-Feb",-,Apr-May,-,30%,0.0,0.0,0.0,0.0,0.0
74%,-,71%,-,-,no,2025-09-25T21:44:00-04:00,https://www.amazon.com/dp/1447954092?psc=1&aod=1,https://keepa.com/#!product/1-1447954092,LONGMAN DICTIONARY OF CONTEMPORARY ENGLISH 6 CASED AND ONLINE,2025-10-04 14:22:00,2025-10-03 18:36:00,-,$96.36,69%,⇩,-,-,-,$7.24,15.00%,2014-09-11,Books,"Reference, Dictionaries & Thesauruses, English",Books > Subjects > Reference > Dictionaries & Thesauruses > English,1447954092,-,-,Pearson Education,PEARSON DISTRIBUCIÓN,-,-,-,Pearson Education,-,hardcover,like new,-,-,2016-01-01,-,-,1.71 kg,5.0 cm,23.8 cm,16.0 cm,2013-08-08,-,-,-,"318,953","2,137,170",-,"2,269,816","1,968,929","1,615,903",-,-,-,-,4,-,-,-,26,A27EK23NIPUXRO,World of Books (previously glenthebookseller),-,-,-,-,-,98.88,-,-,-,-,-,-,-,-,-,-,-,$102.27,-,-,-,-,-,-,-,-,-,-,-,91.39,-,-,-,-,-,-,-,-,-,-,-,128.44,$50.87,-,-,-,-,-,-,-,-,-,-,$98.85,-,-,-,-,-,-,$29.64,-,-,-,-,$88.35,-,-,-,-,-,-,$25.66,-,-,-,-,$88.80,-,-,-,-,-,-,-,-,-,-,-,$78.32,-,-,-,-,-,-,$29.64,-,-,-,-,$93.71,-,-,-,-,-,-,$48.40,-,-,-,-,$92.02,-,-,-,-,-,-,-,-,-,-,-,$103.25,-,-,-,-,-,-,$115.00,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,4,4,-,-,-,-,3,625112,0.94/10,$29.64,$87.41,Year-Round,Textbook (Summer),Jul - Sep,Apr,$116.76,Oct,$52.60,74%,68.8776,62.616,54.144000000000005,46.372045220966086,24.753999999999998
74%,-,52%,-,-,no,2025-09-28T10:44:00-04:00,https://www.amazon.com/dp/B0028IIRFM?psc=1&aod=1,https://keepa.com/#!product/1-B0028IIRFM,Prego! An Invitation to Italian - 6th edition,2025-10-04 14:22:00,2025-09-28 10:56:00,-,$92.29,63%,⇩,-,-,-,-,-,2017-07-01,Books,-,Books > Subjects,B0028IIRFM,-,-,McGraw-Hill,-,-,-,-,J.K.,-,perfect,good,-,-,2004-01-01,-,-,0.00 kg,Missing,Missing,Missing,-,-,-,-,"874,486","2,988,394",-,"2,911,309","2,672,980","2,053,867",-,-,-,-,1,-,-,-,23,AQBPGC11UZ7K,ClearyBooks20,-,-,-,-,-,181.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,185.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$181.38,-,-,-,-,-,-,$33.82,-,-,-,-,$82.21,-,-,-,-,-,-,$29.83,-,-,-,-,$61.72,-,-,-,-,-,-,-,-,-,-,-,$46.57,-,-,-,-,-,-,$38.90,-,-,-,-,$74.59,-,-,-,-,-,-,$33.82,-,-,-,-,$62.33,-,-,-,-,-,-,-,-,-,-,-,$95.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,2,5,-,-,-,-,6,736,0.72/10,$33.82,$87.07,Seasonal,Textbook (Summer),Jul - Sep,Jul,$194.23,Aug,$25.27,40%,46.47610000000001,42.251000000000005,151.97899999999998,78.24692375019306,0.0
74%,-,60%,-,-,yes,2025-10-04T10:40:00-04:00,https://www.amazon.com/dp/1576907503?psc=1&aod=1,https://keepa.com/#!product/1-1576907503,Spelling Book: Words Most Needed Plus Phonics by Dr. Fry,2025-10-04 14:22:00,2025-10-04 10:40:00,-,$17.86,0%,⇩,-,-,-,$5.37,15.01%,2012-04-22,Books,"Reference, Words, Language & Grammar, Spelling","Books > Subjects > Reference > Words, Language & Grammar > Spelling",1576907503,-,-,Teacher Created Resources,Teacher Created Resources,-,-,-,"Fry, Edward",-,paperback,acceptable,-,-,1999-08-01,-,-,0.63 kg,1.9 cm,27.8 cm,21.7 cm,-,-,-,-,"1,389,333","1,134,447",-,"1,317,111","1,133,948","972,664",-,-,-,-,4,-,-,-,54,A28PO6SFODZ0GV,Fred Goodwill,-,-,-,-,-,25.23,-,-,-,-,-,-,-,-,-,-,-,$24.98,-,-,-,-,-,-,-,-,-,-,-,33.03,-,-,-,-,-,-,-,-,-,-,-,27.72,$19.98,-,-,-,-,-,-,-,-,-,-,$42.55,-,-,-,-,-,-,$24.01,-,-,-,-,$48.56,-,-,-,-,-,-,$19.90,-,-,-,-,$49.76,-,-,-,-,-,-,-,-,-,-,-,$14.59,-,-,-,-,-,-,$28.98,-,-,-,-,$21.37,-,-,-,-,-,-,$23.89,-,-,-,-,$56.22,-,-,-,-,-,-,-,-,-,-,-,$54.66,-,-,-,-,-,-,$24.99,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,1,11,-,-,-,-,7,5628,0.95/10,$23.89,$27.60,Seasonal,None,All Year,Jul,$20.10,Feb,$4.67,86%,39.843661000000004,36.22151,-16.12151,-80.20651741293531,8.38701
74%,-,75%,-,-,yes,2025-09-27T08:40:00-04:00,https://www.amazon.com/dp/1119990866?psc=1&aod=1,https://keepa.com/#!product/1-1119990866,"Biorefineries and Chemical Processes: Design, Integration and Sustainability Analysis",2025-10-04 14:22:00,2025-10-03 06:42:00,-,$46.28,44%,⇩,-,-,-,$6.05,15.00%,2015-11-09,Books,"Engineering & Transportation, Engineering, Chemical",Books > Subjects > Engineering & Transportation > Engineering > Chemical,1119990866,-,-,Wiley,Wiley,-,-,-,"Sadhukhan, Jhuma",-,paperback,good,-,-,2014-11-03,-,-,1.12 kg,3.4 cm,24.4 cm,18.8 cm,2013-11-03,-,-,-,"1,271,242","8,071,760",-,"8,099,535","6,681,930","8,808,133",-,-,-,-,1,-,-,-,2,A37H6SYAS6AYH0,Books Today For You,-,-,-,-,-,59.68,-,-,-,-,-,-,-,-,-,-,-,$60.57,-,-,-,-,-,-,$93.97,-,-,-,-,58.48,-,-,-,-,-,-,-,-,-,-,-,-,$77.03,-,-,-,-,-,$93.97,-,-,-,-,$103.54,-,-,-,-,-,-,$25.86,-,-,-,-,$104.52,-,-,-,-,-,-,$25.86,-,-,-,-,$102.18,-,-,-,-,-,-,$118.59,-,-,-,-,$117.25,-,-,-,-,-,-,$118.60,-,-,-,-,$120.24,-,-,-,-,-,-,$25.86,-,-,-,-,$114.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$139.95,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,14,7,-,-,-,-,3,2018,0.89/10,$25.86,$25.86,Seasonal,Textbook (Summer),Jul - Sep,Sep,$98.81,Jul,$37.77,10%,55.85195000000001,50.7745,48.0355,48.614006679485875,20.8715
74%,-,81%,-,-,no,2025-10-03T20:36:00-04:00,https://www.amazon.com/dp/B007F2L11I?psc=1&aod=1,https://keepa.com/#!product/1-B007F2L11I,Precious Moments Big Fun Book to Color ~ Faithful Friends,2025-10-04 14:22:00,2025-10-03 20:36:00,-,$194.45,81%,⇩,-,-,-,$3.24,15.00%,2016-04-02,Books,-,Books > Subjects,B007F2L11I,-,-,Dalmatian Press,-,-,-,-,Dalmatian Press,-,paperback,good,-,-,2012-01-01,-,-,0.14 kg,0.8 cm,26.7 cm,19.0 cm,2012-02-29,-,-,-,"1,079,157","4,477,244",-,"4,541,647","4,454,455","4,342,928",-,-,-,-,1,-,-,-,2,A33SN1SWFJJ39W,Windflower Bookstore,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$37.41,-,-,-,-,$182.71,-,-,-,-,-,-,$33.42,-,-,-,-,$177.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$38.42,-,-,-,-,$194.72,-,-,-,-,-,-,-,-,-,-,-,$172.46,-,-,-,-,-,-,$37.41,-,-,-,-,$183.89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,5,-,-,-,-,4,1449,0.89/10,$37.41,$188.12,Seasonal,Christmas,Nov - Dec,Nov,$198.40,Aug,$188.12,30%,86.92254999999999,79.02049999999998,119.37950000000002,60.17111895161291,33.0
74%,-,62%,-,-,yes,2025-10-01T11:52:00-04:00,https://www.amazon.com/dp/0671784269?psc=1&aod=1,https://keepa.com/#!product/1-0671784269,The Art of Selfishness,2025-10-04 14:22:00,2025-10-01 12:40:00,-,$23.08,9%,⇧,-,-,-,$3.24,15.00%,2015-06-23,Books,"Medical Books, Psychology, General",Books > Subjects > Medical Books > Psychology > General,0671784269,-,-,Pocket,-,-,-,-,David Seabury,-,paperback,acceptable,-,-,1974-08-01,-,-,0.14 kg,1.8 cm,17.3 cm,10.7 cm,-,-,-,-,"525,426","4,256,931",-,"4,263,216","4,078,151","3,651,656",-,-,-,-,1,-,-,-,1,A2YNMK2PCKK2LS,ATLIHAN,-,-,-,-,-,56.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$1114.27,-,-,-,-,1086.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$1114.27,-,-,-,-,$1259.84,-,-,-,-,-,-,$21.00,-,-,-,-,$40.34,-,-,-,-,-,-,$21.00,-,-,-,-,$55.18,-,-,-,-,-,-,$21.00,-,-,-,-,$20.99,-,-,-,-,-,-,-,-,-,-,-,$73.58,-,-,-,-,-,-,$28.20,-,-,-,-,$72.79,-,-,-,-,-,-,-,-,-,-,-,$82.35,-,-,-,-,-,-,$1.25,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,0,2,-,-,-,-,3,62,0.94/10,$21.00,$21.00,Seasonal,None,All Year,May,$28.94,Dec,$5.26,36%,35.6191,32.381,-3.440999999999999,-11.890117484450585,7.581
